week,colour_group_name,sales_count
2019-09-30,Silver,668
2019-09-30,Transparent,44
2019-09-30,Turquoise,392
2019-09-30,Unknown,18
2019-09-30,White,21411
2019-09-30,Yellow,5854
2019-09-30,Yellowish Brown,8747
2019-10-07,Beige,9732
2019-10-07,Black,99253
2019-10-07,Blue,6850
2019-10-07,Bronze/Copper,38
2019-10-07,Dark Beige,5432
2019-10-07,Dark Blue,14933
2019-10-07,Dark Green,9272
2019-10-07,Dark Grey,7215
2019-10-07,Dark Orange,2200
2019-10-07,Dark Pink,2016
2019-10-07,Dark Purple,130
2019-10-07,Dark Red,9717
2019-10-07,Dark Turquoise,1810
2019-10-07,Dark Yellow,1510
2019-10-07,Gold,1482
2019-10-07,Green,824
2019-10-07,Greenish Khaki,4890
2019-10-07,Grey,8859
2019-10-07,Greyish Beige,1253
2019-10-07,Light Beige,11427
2019-10-07,Light Blue,4040
2019-10-07,Light Green,236
2019-10-07,Light Grey,3844
2019-10-07,Light Orange,2349
2019-10-07,Light Pink,5951
2019-10-07,Light Purple,304
2019-10-07,Light Red,93
2019-10-07,Light Turquoise,259
2019-10-07,Light Yellow,416
2019-10-07,Off White,6144
2019-10-07,Orange,1876
2019-10-07,Other,25
2019-10-07,Other Blue,58
2019-10-07,Other Green,6
2019-10-07,Other Orange,85
2019-10-07,Other Pink,219
2019-10-07,Other Purple,15
2019-10-07,Other Red,61
2019-10-07,Other Yellow,412
2019-10-07,Pink,3366
2019-10-07,Purple,39
2019-10-07,Red,3696
2019-10-07,Silver,591
2019-10-07,Transparent,30
2019-10-07,Turquoise,401
2019-10-07,Unknown,27
2019-10-07,White,17618
2019-10-07,Yellow,4324
2019-10-07,Yellowish Brown,7378
2019-10-14,Beige,7637
2019-10-14,Black,86344
2019-10-14,Blue,5601
2019-10-14,Bronze/Copper,41
2019-10-14,Dark Beige,4252
2019-10-14,Dark Blue,12775
2019-10-14,Dark Green,8966
2019-10-14,Dark Grey,6110
2019-10-14,Dark Orange,1865
2019-10-14,Dark Pink,1630
2019-10-14,Dark Purple,139
2019-10-14,Dark Red,9542
2019-10-14,Dark Turquoise,1689
2019-10-14,Dark Yellow,1440
2019-10-14,Gold,1391
2019-10-14,Green,464
2019-10-14,Greenish Khaki,4618
2019-10-14,Grey,7797
2019-10-14,Greyish Beige,1083
2019-10-14,Light Beige,8850
2019-10-14,Light Blue,3283
2019-10-14,Light Green,216
2019-10-14,Light Grey,3458
2019-10-14,Light Orange,2069
2019-10-14,Light Pink,4936
2019-10-14,Light Purple,179
2019-10-14,Light Red,65
2019-10-14,Light Turquoise,174
2019-10-14,Light Yellow,332
2019-10-14,Off White,4739
2019-10-14,Orange,1474
2019-10-14,Other,15
2019-10-14,Other Blue,53
2019-10-14,Other Green,5
2019-10-14,Other Orange,67
2019-10-14,Other Pink,163
2019-10-14,Other Purple,9
2019-10-14,Other Red,39
2019-10-14,Other Turquoise,1
2019-10-14,Other Yellow,374
2019-10-14,Pink,2648
2019-10-14,Purple,59
2019-10-14,Red,3441
2019-10-14,Silver,709
2019-10-14,Transparent,30
2019-10-14,Turquoise,321
2019-10-14,Unknown,6
2019-10-14,White,15156
2019-10-14,Yellow,3290
2019-10-14,Yellowish Brown,5899
2019-10-21,Beige,8225
2019-10-21,Black,95732
2019-10-21,Blue,5321
2019-10-21,Bronze/Copper,26
2019-10-21,Dark Beige,4998
2019-10-21,Dark Blue,13871
2019-10-21,Dark Green,10132
2019-10-21,Dark Grey,6353
2019-10-21,Dark Orange,1946
2019-10-21,Dark Pink,1693
2019-10-21,Dark Purple,179
2019-10-21,Dark Red,10898
2019-10-21,Dark Turquoise,1924
2019-10-21,Dark Yellow,1612
2019-10-21,Gold,1829
2019-10-21,Green,470
2019-10-21,Greenish Khaki,5473
2019-10-21,Grey,9144
2019-10-21,Greyish Beige,1166
2019-10-21,Light Beige,9819
2019-10-21,Light Blue,3052
2019-10-21,Light Green,203
2019-10-21,Light Grey,3772
2019-10-21,Light Orange,2513
2019-10-21,Light Pink,4949
2019-10-21,Light Purple,119
2019-10-21,Light Red,46
2019-10-21,Light Turquoise,201
2019-10-21,Light Yellow,261
2019-10-21,Off White,5618
2019-10-21,Orange,1703
2019-10-21,Other,5
2019-10-21,Other Blue,44
2019-10-21,Other Green,11
2019-10-21,Other Orange,60
2019-10-21,Other Pink,141
2019-10-21,Other Purple,8
2019-10-21,Other Red,55
2019-10-21,Other Yellow,304
2019-10-21,Pink,2961
2019-10-21,Purple,49
2019-10-21,Red,4077
2019-10-21,Silver,829
2019-10-21,Transparent,36
2019-10-21,Turquoise,217
2019-10-21,Unknown,11
2019-10-21,White,15394
2019-10-21,Yellow,3364
2019-10-21,Yellowish Brown,6364
2019-10-28,Beige,9915
2019-10-28,Black,110040
2019-10-28,Blue,5712
2019-10-28,Bronze/Copper,38
2019-10-28,Dark Beige,5692
2019-10-28,Dark Blue,14758
2019-10-28,Dark Green,12206
2019-10-28,Dark Grey,8152
2019-10-28,Dark Orange,2180
2019-10-28,Dark Pink,1800
2019-10-28,Dark Purple,193
2019-10-28,Dark Red,13807
2019-10-28,Dark Turquoise,2275
2019-10-28,Dark Yellow,1747
2019-10-28,Gold,1839
2019-10-28,Green,885
2019-10-28,Greenish Khaki,5374
2019-10-28,Grey,10348
2019-10-28,Greyish Beige,1411
2019-10-28,Light Beige,11556
2019-10-28,Light Blue,2847
2019-10-28,Light Green,181
2019-10-28,Light Grey,4041
2019-10-28,Light Orange,2398
2019-10-28,Light Pink,4790
2019-10-28,Light Purple,165
2019-10-28,Light Red,88
2019-10-28,Light Turquoise,219
2019-10-28,Light Yellow,261
2019-10-28,Off White,6723
2019-10-28,Orange,1657
2019-10-28,Other,12
2019-10-28,Other Blue,31
2019-10-28,Other Green,65
2019-10-28,Other Orange,48
2019-10-28,Other Pink,323
2019-10-28,Other Purple,10
2019-10-28,Other Red,62
2019-10-28,Other Yellow,319
2019-10-28,Pink,2751
2019-10-28,Purple,65
2019-10-28,Red,5166
2019-10-28,Silver,832
2019-10-28,Transparent,39
2019-10-28,Turquoise,217
2019-10-28,Unknown,8
2019-10-28,White,15761
2019-10-28,Yellow,3281
2019-10-28,Yellowish Brown,7405
2019-11-04,Beige,6566
2019-11-04,Black,81218
2019-11-04,Blue,3980
2019-11-04,Bronze/Copper,37
2019-11-04,Dark Beige,3689
2019-11-04,Dark Blue,10331
2019-11-04,Dark Green,8877
2019-11-04,Dark Grey,5544
2019-11-04,Dark Orange,1337
2019-11-04,Dark Pink,1238
2019-11-04,Dark Purple,209
2019-11-04,Dark Red,10316
2019-11-04,Dark Turquoise,1387
2019-11-04,Dark Yellow,1039
2019-11-04,Gold,1452
2019-11-04,Green,724
2019-11-04,Greenish Khaki,3887
2019-11-04,Grey,7200
2019-11-04,Greyish Beige,823
2019-11-04,Light Beige,7698
2019-11-04,Light Blue,2241
2019-11-04,Light Green,145
2019-11-04,Light Grey,2811
2019-11-04,Light Orange,1576
2019-11-04,Light Pink,3619
2019-11-04,Light Purple,91
2019-11-04,Light Red,64
2019-11-04,Light Turquoise,122
2019-11-04,Light Yellow,211
2019-11-04,Off White,4780
2019-11-04,Orange,1021
2019-11-04,Other,13
2019-11-04,Other Blue,18
2019-11-04,Other Green,92
2019-11-04,Other Orange,33
2019-11-04,Other Pink,203
2019-11-04,Other Purple,10
2019-11-04,Other Red,39
2019-11-04,Other Yellow,287
2019-11-04,Pink,2208
2019-11-04,Purple,43
2019-11-04,Red,4744
2019-11-04,Silver,839
2019-11-04,Transparent,45
2019-11-04,Turquoise,175
2019-11-04,Unknown,6
2019-11-04,White,11925
2019-11-04,Yellow,2235
2019-11-04,Yellowish Brown,4494
2019-11-11,Beige,7327
2019-11-11,Black,84233
2019-11-11,Blue,3763
2019-11-11,Bronze/Copper,26
2019-11-11,Dark Beige,3749
2019-11-11,Dark Blue,10443
2019-11-11,Dark Green,8488
2019-11-11,Dark Grey,6185
2019-11-11,Dark Orange,1226
2019-11-11,Dark Pink,1239
2019-11-11,Dark Purple,187
2019-11-11,Dark Red,11442
2019-11-11,Dark Turquoise,1256
2019-11-11,Dark Yellow,1016
2019-11-11,Gold,1468
2019-11-11,Green,872
2019-11-11,Greenish Khaki,3610
2019-11-11,Grey,7439
2019-11-11,Greyish Beige,952
2019-11-11,Light Beige,7465
2019-11-11,Light Blue,2365
2019-11-11,Light Green,197
2019-11-11,Light Grey,2871
2019-11-11,Light Orange,1679
2019-11-11,Light Pink,4065
2019-11-11,Light Purple,109
2019-11-11,Light Red,107
2019-11-11,Light Turquoise,158
2019-11-11,Light Yellow,206
2019-11-11,Off White,5280
2019-11-11,Orange,860
2019-11-11,Other,27
2019-11-11,Other Blue,14
2019-11-11,Other Green,95
2019-11-11,Other Orange,57
2019-11-11,Other Pink,184
2019-11-11,Other Purple,7
2019-11-11,Other Red,31
2019-11-11,Other Yellow,282
2019-11-11,Pink,1978
2019-11-11,Purple,82
2019-11-11,Red,5353
2019-11-11,Silver,875
2019-11-11,Transparent,45
2019-11-11,Turquoise,154
2019-11-11,Unknown,7
2019-11-11,White,11890
2019-11-11,Yellow,2158
2019-11-11,Yellowish Brown,4283
2019-11-18,Beige,6388
2019-11-18,Black,80836
2019-11-18,Blue,3450
2019-11-18,Bronze/Copper,51
2019-11-18,Dark Beige,3291
2019-11-18,Dark Blue,9980
2019-11-18,Dark Green,7231
2019-11-18,Dark Grey,5655
2019-11-18,Dark Orange,1062
2019-11-18,Dark Pink,1262
2019-11-18,Dark Purple,197
2019-11-18,Dark Red,11043
2019-11-18,Dark Turquoise,1091
2019-11-18,Dark Yellow,897
2019-11-18,Gold,1531
2019-11-18,Green,710
2019-11-18,Greenish Khaki,2869
2019-11-18,Grey,7185
2019-11-18,Greyish Beige,931
2019-11-18,Light Beige,6824
2019-11-18,Light Blue,2192
2019-11-18,Light Green,218
2019-11-18,Light Grey,2859
2019-11-18,Light Orange,1582
2019-11-18,Light Pink,3425
2019-11-18,Light Purple,111
2019-11-18,Light Red,77
2019-11-18,Light Turquoise,107
2019-11-18,Light Yellow,182
2019-11-18,Off White,4936
2019-11-18,Orange,775
2019-11-18,Other,33
2019-11-18,Other Blue,11
2019-11-18,Other Green,93
2019-11-18,Other Orange,35
2019-11-18,Other Pink,204
2019-11-18,Other Purple,8
2019-11-18,Other Red,44
2019-11-18,Other Yellow,264
2019-11-18,Pink,1875
2019-11-18,Purple,107
2019-11-18,Red,5370
2019-11-18,Silver,914
2019-11-18,Transparent,53
2019-11-18,Turquoise,143
2019-11-18,Unknown,7
2019-11-18,White,10954
2019-11-18,Yellow,1905
2019-11-18,Yellowish Brown,3934
2019-11-25,Beige,19162
2019-11-25,Black,201620
2019-11-25,Blue,11460
2019-11-25,Bronze/Copper,115
2019-11-25,Dark Beige,11097
2019-11-25,Dark Blue,26624
2019-11-25,Dark Green,14959
2019-11-25,Dark Grey,15973
2019-11-25,Dark Orange,2345
2019-11-25,Dark Pink,3009
2019-11-25,Dark Purple,486
2019-11-25,Dark Red,27184
2019-11-25,Dark Turquoise,3183
2019-11-25,Dark Yellow,2388
2019-11-25,Gold,3424
2019-11-25,Green,1913
2019-11-25,Greenish Khaki,7512
2019-11-25,Grey,19722
2019-11-25,Greyish Beige,3905
2019-11-25,Light Beige,19842
2019-11-25,Light Blue,6100
2019-11-25,Light Green,500
2019-11-25,Light Grey,8514
2019-11-25,Light Orange,4708
2019-11-25,Light Pink,10555
2019-11-25,Light Purple,283
2019-11-25,Light Red,150
2019-11-25,Light Turquoise,309
2019-11-25,Light Yellow,543
2019-11-25,Off White,13272
2019-11-25,Orange,1813
2019-11-25,Other,49
2019-11-25,Other Blue,27
2019-11-25,Other Green,129
2019-11-25,Other Orange,103
2019-11-25,Other Pink,332
2019-11-25,Other Purple,10
2019-11-25,Other Red,86
2019-11-25,Other Turquoise,1
2019-11-25,Other Yellow,709
2019-11-25,Pink,4915
2019-11-25,Purple,206
2019-11-25,Red,12664
2019-11-25,Silver,1840
2019-11-25,Transparent,151
2019-11-25,Turquoise,352
2019-11-25,Unknown,22
2019-11-25,White,28665
2019-11-25,Yellow,6053
2019-11-25,Yellowish Brown,10945
2019-12-02,Beige,6841
2019-12-02,Black,87698
2019-12-02,Blue,5234
2019-12-02,Bronze/Copper,88
2019-12-02,Dark Beige,3029
2019-12-02,Dark Blue,9775
2019-12-02,Dark Green,4892
2019-12-02,Dark Grey,6035
2019-12-02,Dark Orange,1031
2019-12-02,Dark Pink,1279
2019-12-02,Dark Purple,227
2019-12-02,Dark Red,10002
2019-12-02,Dark Turquoise,989
2019-12-02,Dark Yellow,844
2019-12-02,Gold,2477
2019-12-02,Green,459
2019-12-02,Greenish Khaki,2766
2019-12-02,Grey,7270
2019-12-02,Greyish Beige,1027
2019-12-02,Light Beige,9623
2019-12-02,Light Blue,2366
2019-12-02,Light Green,263
2019-12-02,Light Grey,3354
2019-12-02,Light Orange,1952
2019-12-02,Light Pink,4039
2019-12-02,Light Purple,92
2019-12-02,Light Red,54
2019-12-02,Light Turquoise,148
2019-12-02,Light Yellow,350
2019-12-02,Off White,4643
2019-12-02,Orange,820
2019-12-02,Other,18
2019-12-02,Other Blue,11
2019-12-02,Other Green,32
2019-12-02,Other Orange,46
2019-12-02,Other Pink,164
2019-12-02,Other Purple,5
2019-12-02,Other Red,39
2019-12-02,Other Yellow,330
2019-12-02,Pink,1956
2019-12-02,Purple,114
2019-12-02,Red,5052
2019-12-02,Silver,1147
2019-12-02,Transparent,136
2019-12-02,Turquoise,160
2019-12-02,Unknown,13
2019-12-02,White,11940
2019-12-02,Yellow,2124
2019-12-02,Yellowish Brown,4367
2019-12-09,Beige,6430
2019-12-09,Black,95302
2019-12-09,Blue,4011
2019-12-09,Bronze/Copper,100
2019-12-09,Dark Beige,2302
2019-12-09,Dark Blue,10396
2019-12-09,Dark Green,5507
2019-12-09,Dark Grey,5033
2019-12-09,Dark Orange,1016
2019-12-09,Dark Pink,1194
2019-12-09,Dark Purple,230
2019-12-09,Dark Red,8614
2019-12-09,Dark Turquoise,947
2019-12-09,Dark Yellow,617
2019-12-09,Gold,2463
2019-12-09,Green,458
2019-12-09,Greenish Khaki,2256
2019-12-09,Grey,6035
2019-12-09,Greyish Beige,863
2019-12-09,Light Beige,8270
2019-12-09,Light Blue,2268
2019-12-09,Light Green,287
2019-12-09,Light Grey,2902
2019-12-09,Light Orange,1389
2019-12-09,Light Pink,3559
2019-12-09,Light Purple,235
2019-12-09,Light Red,50
2019-12-09,Light Turquoise,155
2019-12-09,Light Yellow,349
2019-12-09,Off White,4447
2019-12-09,Orange,784
2019-12-09,Other,22
2019-12-09,Other Blue,28
2019-12-09,Other Green,45
2019-12-09,Other Orange,64
2019-12-09,Other Pink,173
2019-12-09,Other Purple,7
2019-12-09,Other Red,32
2019-12-09,Other Yellow,372
2019-12-09,Pink,2370
2019-12-09,Purple,134
2019-12-09,Red,5601
2019-12-09,Silver,1511
2019-12-09,Transparent,140
2019-12-09,Turquoise,146
2019-12-09,Unknown,6
2019-12-09,White,11447
2019-12-09,Yellow,1659
2019-12-09,Yellowish Brown,4007
2019-12-16,Beige,12385
2019-12-16,Black,133833
2019-12-16,Blue,5932
2019-12-16,Bronze/Copper,117
2019-12-16,Dark Beige,5261
2019-12-16,Dark Blue,21687
2019-12-16,Dark Green,9266
2019-12-16,Dark Grey,8656
2019-12-16,Dark Orange,1758
2019-12-16,Dark Pink,2576
2019-12-16,Dark Purple,311
2019-12-16,Dark Red,15460
2019-12-16,Dark Turquoise,1902
2019-12-16,Dark Yellow,1914
2019-12-16,Gold,3609
2019-12-16,Green,925
2019-12-16,Greenish Khaki,6642
2019-12-16,Grey,10463
2019-12-16,Greyish Beige,2029
2019-12-16,Light Beige,13482
2019-12-16,Light Blue,3570
2019-12-16,Light Green,517
2019-12-16,Light Grey,5477
2019-12-16,Light Orange,2543
2019-12-16,Light Pink,6716
2019-12-16,Light Purple,277
2019-12-16,Light Red,142
2019-12-16,Light Turquoise,264
2019-12-16,Light Yellow,535
2019-12-16,Off White,7323
2019-12-16,Orange,1633
2019-12-16,Other,68
2019-12-16,Other Blue,62
2019-12-16,Other Green,55
2019-12-16,Other Orange,82
2019-12-16,Other Pink,307
2019-12-16,Other Purple,8
2019-12-16,Other Red,53
2019-12-16,Other Yellow,480
2019-12-16,Pink,4085
2019-12-16,Purple,272
2019-12-16,Red,9799
2019-12-16,Silver,1968
2019-12-16,Transparent,175
2019-12-16,Turquoise,245
2019-12-16,Unknown,9
2019-12-16,White,22115
2019-12-16,Yellow,4092
2019-12-16,Yellowish Brown,7664
2019-12-23,Beige,8624
2019-12-23,Black,95450
2019-12-23,Blue,4849
2019-12-23,Bronze/Copper,46
2019-12-23,Dark Beige,3462
2019-12-23,Dark Blue,14841
2019-12-23,Dark Green,5644
2019-12-23,Dark Grey,6712
2019-12-23,Dark Orange,1371
2019-12-23,Dark Pink,1929
2019-12-23,Dark Purple,209
2019-12-23,Dark Red,9644
2019-12-23,Dark Turquoise,1265
2019-12-23,Dark Yellow,1108
2019-12-23,Gold,2577
2019-12-23,Green,528
2019-12-23,Greenish Khaki,4755
2019-12-23,Grey,7452
2019-12-23,Greyish Beige,1074
2019-12-23,Light Beige,8665
2019-12-23,Light Blue,3048
2019-12-23,Light Green,392
2019-12-23,Light Grey,4093
2019-12-23,Light Orange,1814
2019-12-23,Light Pink,5088
2019-12-23,Light Purple,284
2019-12-23,Light Red,88
2019-12-23,Light Turquoise,243
2019-12-23,Light Yellow,502
2019-12-23,Off White,5369
2019-12-23,Orange,1233
2019-12-23,Other,19
2019-12-23,Other Blue,48
2019-12-23,Other Green,78
2019-12-23,Other Orange,57
2019-12-23,Other Pink,340
2019-12-23,Other Purple,10
2019-12-23,Other Red,39
2019-12-23,Other Yellow,338
2019-12-23,Pink,3521
2019-12-23,Purple,162
2019-12-23,Red,5142
2019-12-23,Silver,1310
2019-12-23,Transparent,149
2019-12-23,Turquoise,205
2019-12-23,Unknown,7
2019-12-23,White,16663
2019-12-23,Yellow,2980
2019-12-23,Yellowish Brown,4814
2019-12-30,Beige,8939
2019-12-30,Black,97515
2019-12-30,Blue,5644
2019-12-30,Bronze/Copper,70
2019-12-30,Dark Beige,3810
2019-12-30,Dark Blue,13821
2019-12-30,Dark Green,4903
2019-12-30,Dark Grey,7514
2019-12-30,Dark Orange,1393
2019-12-30,Dark Pink,1858
2019-12-30,Dark Purple,197
2019-12-30,Dark Red,9302
2019-12-30,Dark Turquoise,1123
2019-12-30,Dark Yellow,802
2019-12-30,Gold,1670
2019-12-30,Green,742
2019-12-30,Greenish Khaki,4944
2019-12-30,Grey,7898
2019-12-30,Greyish Beige,1225
2019-12-30,Light Beige,8961
2019-12-30,Light Blue,3561
2019-12-30,Light Green,450
2019-12-30,Light Grey,4040
2019-12-30,Light Orange,2116
2019-12-30,Light Pink,5605
2019-12-30,Light Purple,358
2019-12-30,Light Red,71
2019-12-30,Light Turquoise,199
2019-12-30,Light Yellow,740
2019-12-30,Off White,5539
2019-12-30,Orange,1094
2019-12-30,Other,21
2019-12-30,Other Blue,43
2019-12-30,Other Green,89
2019-12-30,Other Orange,75
2019-12-30,Other Pink,439
2019-12-30,Other Purple,14
2019-12-30,Other Red,39
2019-12-30,Other Yellow,394
2019-12-30,Pink,4364
2019-12-30,Purple,68
2019-12-30,Red,5426
2019-12-30,Silver,863
2019-12-30,Transparent,87
2019-12-30,Turquoise,287
2019-12-30,Unknown,25
2019-12-30,White,17003
2019-12-30,Yellow,2805
2019-12-30,Yellowish Brown,4296
2020-01-06,Beige,8926
2020-01-06,Black,97341
2020-01-06,Blue,5571
2020-01-06,Bronze/Copper,61
2020-01-06,Dark Beige,3515
2020-01-06,Dark Blue,13150
2020-01-06,Dark Green,4755
2020-01-06,Dark Grey,7852
2020-01-06,Dark Orange,1615
2020-01-06,Dark Pink,2093
2020-01-06,Dark Purple,157
2020-01-06,Dark Red,8225
2020-01-06,Dark Turquoise,751
2020-01-06,Dark Yellow,715
2020-01-06,Gold,1206
2020-01-06,Green,914
2020-01-06,Greenish Khaki,4780
2020-01-06,Grey,7220
2020-01-06,Greyish Beige,1029
2020-01-06,Light Beige,8942
2020-01-06,Light Blue,3947
2020-01-06,Light Green,441
2020-01-06,Light Grey,3685
2020-01-06,Light Orange,2419
2020-01-06,Light Pink,6208
2020-01-06,Light Purple,542
2020-01-06,Light Red,91
2020-01-06,Light Turquoise,285
2020-01-06,Light Yellow,1105
2020-01-06,Off White,5133
2020-01-06,Orange,1120
2020-01-06,Other,22
2020-01-06,Other Blue,26
2020-01-06,Other Green,76
2020-01-06,Other Orange,87
2020-01-06,Other Pink,554
2020-01-06,Other Purple,14
2020-01-06,Other Red,49
2020-01-06,Other Yellow,596
2020-01-06,Pink,4822
2020-01-06,Purple,43
2020-01-06,Red,4656
2020-01-06,Silver,650
2020-01-06,Transparent,61
2020-01-06,Turquoise,309
2020-01-06,Unknown,2
2020-01-06,White,16985
2020-01-06,Yellow,2924
2020-01-06,Yellowish Brown,4047
2020-01-13,Beige,9055
2020-01-13,Black,90792
2020-01-13,Blue,5370
2020-01-13,Bronze/Copper,69
2020-01-13,Dark Beige,3543
2020-01-13,Dark Blue,11941
2020-01-13,Dark Green,4954
2020-01-13,Dark Grey,7179
2020-01-13,Dark Orange,1531
2020-01-13,Dark Pink,2002
2020-01-13,Dark Purple,140
2020-01-13,Dark Red,5848
2020-01-13,Dark Turquoise,584
2020-01-13,Dark Yellow,534
2020-01-13,Gold,1418
2020-01-13,Green,1060
2020-01-13,Greenish Khaki,4821
2020-01-13,Grey,6604
2020-01-13,Greyish Beige,753
2020-01-13,Light Beige,7978
2020-01-13,Light Blue,4500
2020-01-13,Light Green,511
2020-01-13,Light Grey,3170
2020-01-13,Light Orange,2163
2020-01-13,Light Pink,6089
2020-01-13,Light Purple,549
2020-01-13,Light Red,122
2020-01-13,Light Turquoise,225
2020-01-13,Light Yellow,1153
2020-01-13,Off White,5015
2020-01-13,Orange,920
2020-01-13,Other,23
2020-01-13,Other Blue,23
2020-01-13,Other Green,117
2020-01-13,Other Orange,84
2020-01-13,Other Pink,440
2020-01-13,Other Purple,5
2020-01-13,Other Red,36
2020-01-13,Other Yellow,618
2020-01-13,Pink,5228
2020-01-13,Purple,47
2020-01-13,Red,4134
2020-01-13,Silver,683
2020-01-13,Transparent,44
2020-01-13,Turquoise,348
2020-01-13,Unknown,10
2020-01-13,White,16620
2020-01-13,Yellow,2761
2020-01-13,Yellowish Brown,3469
2020-01-20,Beige,11382
2020-01-20,Black,97150
2020-01-20,Blue,6650
2020-01-20,Bronze/Copper,44
2020-01-20,Dark Beige,4849
2020-01-20,Dark Blue,12180
2020-01-20,Dark Green,5907
2020-01-20,Dark Grey,7381
2020-01-20,Dark Orange,1589
2020-01-20,Dark Pink,2007
2020-01-20,Dark Purple,117
2020-01-20,Dark Red,5571
2020-01-20,Dark Turquoise,686
2020-01-20,Dark Yellow,546
2020-01-20,Gold,1700
2020-01-20,Green,1230
2020-01-20,Greenish Khaki,5912
2020-01-20,Grey,7373
2020-01-20,Greyish Beige,707
2020-01-20,Light Beige,9163
2020-01-20,Light Blue,5226
2020-01-20,Light Green,623
2020-01-20,Light Grey,3341
2020-01-20,Light Orange,2599
2020-01-20,Light Pink,7576
2020-01-20,Light Purple,872
2020-01-20,Light Red,106
2020-01-20,Light Turquoise,271
2020-01-20,Light Yellow,1334
2020-01-20,Off White,6080
2020-01-20,Orange,1032
2020-01-20,Other,35
2020-01-20,Other Blue,32
2020-01-20,Other Green,509
2020-01-20,Other Orange,60
2020-01-20,Other Pink,526
2020-01-20,Other Purple,18
2020-01-20,Other Red,47
2020-01-20,Other Yellow,620
2020-01-20,Pink,6449
2020-01-20,Purple,67
2020-01-20,Red,4466
2020-01-20,Silver,901
2020-01-20,Transparent,49
2020-01-20,Turquoise,269
2020-01-20,Unknown,14
2020-01-20,White,18950
2020-01-20,Yellow,2931
2020-01-20,Yellowish Brown,3807
2020-01-27,Beige,11066
2020-01-27,Black,95272
2020-01-27,Blue,7238
2020-01-27,Bronze/Copper,38
2020-01-27,Dark Beige,4512
2020-01-27,Dark Blue,12118
2020-01-27,Dark Green,5717
2020-01-27,Dark Grey,6697
2020-01-27,Dark Orange,1514
2020-01-27,Dark Pink,1815
2020-01-27,Dark Purple,90
2020-01-27,Dark Red,4832
2020-01-27,Dark Turquoise,622
2020-01-27,Dark Yellow,510
2020-01-27,Gold,1684
2020-01-27,Green,1233
2020-01-27,Greenish Khaki,6608
2020-01-27,Grey,6817
2020-01-27,Greyish Beige,703
2020-01-27,Light Beige,9092
2020-01-27,Light Blue,6060
2020-01-27,Light Green,581
2020-01-27,Light Grey,3436
2020-01-27,Light Orange,2638
2020-01-27,Light Pink,7321
2020-01-27,Light Purple,1064
2020-01-27,Light Red,159
2020-01-27,Light Turquoise,261
2020-01-27,Light Yellow,1549
2020-01-27,Off White,5828
2020-01-27,Orange,1053
2020-01-27,Other,20
2020-01-27,Other Blue,22
2020-01-27,Other Green,465
2020-01-27,Other Orange,71
2020-01-27,Other Pink,481
2020-01-27,Other Purple,16
2020-01-27,Other Red,51
2020-01-27,Other Yellow,575
2020-01-27,Pink,6743
2020-01-27,Purple,63
2020-01-27,Red,4122
2020-01-27,Silver,985
2020-01-27,Transparent,60
2020-01-27,Turquoise,219
2020-01-27,Unknown,12
2020-01-27,White,18852
2020-01-27,Yellow,2336
2020-01-27,Yellowish Brown,3449
2020-02-03,Beige,10660
2020-02-03,Black,95768
2020-02-03,Blue,7745
2020-02-03,Bronze/Copper,42
2020-02-03,Dark Beige,3932
2020-02-03,Dark Blue,11983
2020-02-03,Dark Green,6118
2020-02-03,Dark Grey,6192
2020-02-03,Dark Orange,1765
2020-02-03,Dark Pink,1396
2020-02-03,Dark Purple,137
2020-02-03,Dark Red,4779
2020-02-03,Dark Turquoise,559
2020-02-03,Dark Yellow,531
2020-02-03,Gold,1932
2020-02-03,Green,1441
2020-02-03,Greenish Khaki,7452
2020-02-03,Grey,6508
2020-02-03,Greyish Beige,572
2020-02-03,Light Beige,8975
2020-02-03,Light Blue,6465
2020-02-03,Light Green,829
2020-02-03,Light Grey,3497
2020-02-03,Light Orange,2753
2020-02-03,Light Pink,7823
2020-02-03,Light Purple,1276
2020-02-03,Light Red,261
2020-02-03,Light Turquoise,248
2020-02-03,Light Yellow,1688
2020-02-03,Off White,6046
2020-02-03,Orange,1009
2020-02-03,Other,8
2020-02-03,Other Blue,24
2020-02-03,Other Green,445
2020-02-03,Other Orange,55
2020-02-03,Other Pink,618
2020-02-03,Other Purple,20
2020-02-03,Other Red,67
2020-02-03,Other Turquoise,1
2020-02-03,Other Yellow,666
2020-02-03,Pink,6675
2020-02-03,Purple,125
2020-02-03,Red,4970
2020-02-03,Silver,971
2020-02-03,Transparent,52
2020-02-03,Turquoise,218
2020-02-03,Unknown,10
2020-02-03,White,19974
2020-02-03,Yellow,2491
2020-02-03,Yellowish Brown,3295
2020-02-10,Beige,9168
2020-02-10,Black,86827
2020-02-10,Blue,7133
2020-02-10,Bronze/Copper,39
2020-02-10,Dark Beige,3364
2020-02-10,Dark Blue,10838
2020-02-10,Dark Green,5672
2020-02-10,Dark Grey,5396
2020-02-10,Dark Orange,1593
2020-02-10,Dark Pink,1105
2020-02-10,Dark Purple,182
2020-02-10,Dark Red,3856
2020-02-10,Dark Turquoise,480
2020-02-10,Dark Yellow,473
2020-02-10,Gold,1914
2020-02-10,Green,1266
2020-02-10,Greenish Khaki,6543
2020-02-10,Grey,5462
2020-02-10,Greyish Beige,497
2020-02-10,Light Beige,8227
2020-02-10,Light Blue,5794
2020-02-10,Light Green,825
2020-02-10,Light Grey,3180
