week,graphical_appearance_name,sales_count
2020-07-27,Contrast,747
2020-07-27,Denim,18989
2020-07-27,Dot,2853
2020-07-27,Embroidery,5849
2020-07-27,Front print,1834
2020-07-27,Glittering/Metallic,979
2020-07-27,Hologram,11
2020-07-27,Jacquard,743
2020-07-27,Lace,4593
2020-07-27,Melange,11092
2020-07-27,Mesh,888
2020-07-27,Metallic,610
2020-07-27,Mixed solid/pattern,839
2020-07-27,Neps,103
2020-07-27,Other pattern,286
2020-07-27,Other structure,9477
2020-07-27,Placement print,3539
2020-07-27,Sequin,286
2020-07-27,Slub,114
2020-07-27,Solid,185861
2020-07-27,Stripe,11641
2020-07-27,Transparent,283
2020-07-27,Treatment,306
2020-08-03,All over pattern,42521
2020-08-03,Application/3D,512
2020-08-03,Argyle,2
2020-08-03,Chambray,299
2020-08-03,Check,3422
2020-08-03,Colour blocking,705
2020-08-03,Contrast,861
2020-08-03,Denim,17760
2020-08-03,Dot,2216
2020-08-03,Embroidery,5848
2020-08-03,Front print,1424
2020-08-03,Glittering/Metallic,786
2020-08-03,Hologram,14
2020-08-03,Jacquard,873
2020-08-03,Lace,3973
2020-08-03,Melange,10886
2020-08-03,Mesh,629
2020-08-03,Metallic,576
2020-08-03,Mixed solid/pattern,982
2020-08-03,Neps,143
2020-08-03,Other pattern,196
2020-08-03,Other structure,12313
2020-08-03,Placement print,3173
2020-08-03,Sequin,200
2020-08-03,Slub,124
2020-08-03,Solid,185427
2020-08-03,Stripe,13397
2020-08-03,Transparent,234
2020-08-03,Treatment,332
2020-08-03,Unknown,2
2020-08-10,All over pattern,35843
2020-08-10,Application/3D,523
2020-08-10,Argyle,1
2020-08-10,Chambray,239
2020-08-10,Check,4219
2020-08-10,Colour blocking,583
2020-08-10,Contrast,686
2020-08-10,Denim,15639
2020-08-10,Dot,1925
2020-08-10,Embroidery,4741
2020-08-10,Front print,1195
2020-08-10,Glittering/Metallic,762
2020-08-10,Hologram,9
2020-08-10,Jacquard,620
2020-08-10,Lace,3629
2020-08-10,Melange,11092
2020-08-10,Mesh,714
2020-08-10,Metallic,508
2020-08-10,Mixed solid/pattern,852
2020-08-10,Neps,177
2020-08-10,Other pattern,195
2020-08-10,Other structure,8290
2020-08-10,Placement print,2700
2020-08-10,Sequin,174
2020-08-10,Slub,112
2020-08-10,Solid,170883
2020-08-10,Stripe,10469
2020-08-10,Transparent,141
2020-08-10,Treatment,465
2020-08-10,Unknown,2
2020-08-17,All over pattern,23958
2020-08-17,Application/3D,566
2020-08-17,Chambray,145
2020-08-17,Check,4605
2020-08-17,Colour blocking,702
2020-08-17,Contrast,633
2020-08-17,Denim,16749
2020-08-17,Dot,1703
2020-08-17,Embroidery,3797
2020-08-17,Front print,1153
2020-08-17,Glittering/Metallic,616
2020-08-17,Hologram,5
2020-08-17,Jacquard,492
2020-08-17,Lace,2976
2020-08-17,Melange,14217
2020-08-17,Mesh,814
2020-08-17,Metallic,409
2020-08-17,Mixed solid/pattern,689
2020-08-17,Neps,82
2020-08-17,Other pattern,184
2020-08-17,Other structure,4904
2020-08-17,Placement print,2992
2020-08-17,Sequin,183
2020-08-17,Slub,99
2020-08-17,Solid,154027
2020-08-17,Stripe,7111
2020-08-17,Transparent,157
2020-08-17,Treatment,608
2020-08-17,Unknown,1
2020-08-24,All over pattern,21131
2020-08-24,Application/3D,855
2020-08-24,Chambray,79
2020-08-24,Check,7113
2020-08-24,Colour blocking,1145
2020-08-24,Contrast,791
2020-08-24,Denim,22602
2020-08-24,Dot,1462
2020-08-24,Embroidery,4370
2020-08-24,Front print,1442
2020-08-24,Glittering/Metallic,740
2020-08-24,Hologram,8
2020-08-24,Jacquard,628
2020-08-24,Lace,2971
2020-08-24,Melange,21074
2020-08-24,Mesh,1015
2020-08-24,Metallic,411
2020-08-24,Mixed solid/pattern,712
2020-08-24,Neps,89
2020-08-24,Other pattern,200
2020-08-24,Other structure,4783
2020-08-24,Placement print,3974
2020-08-24,Sequin,168
2020-08-24,Slub,74
2020-08-24,Solid,180125
2020-08-24,Stripe,7227
2020-08-24,Transparent,158
2020-08-24,Treatment,1177
2020-08-24,Unknown,1
2020-08-31,All over pattern,18180
2020-08-31,Application/3D,627
2020-08-31,Argyle,4
2020-08-31,Chambray,85
2020-08-31,Check,7715
2020-08-31,Colour blocking,1199
2020-08-31,Contrast,846
2020-08-31,Denim,23768
2020-08-31,Dot,1337
2020-08-31,Embroidery,3550
2020-08-31,Front print,1275
2020-08-31,Glittering/Metallic,749
2020-08-31,Hologram,5
2020-08-31,Jacquard,808
2020-08-31,Lace,2563
2020-08-31,Melange,21904
2020-08-31,Mesh,821
2020-08-31,Metallic,343
2020-08-31,Mixed solid/pattern,703
2020-08-31,Neps,60
2020-08-31,Other pattern,221
2020-08-31,Other structure,4645
2020-08-31,Placement print,3266
2020-08-31,Sequin,164
2020-08-31,Slub,54
2020-08-31,Solid,164058
2020-08-31,Stripe,5793
2020-08-31,Transparent,120
2020-08-31,Treatment,1634
2020-09-07,All over pattern,17039
2020-09-07,Application/3D,543
2020-09-07,Argyle,1
2020-09-07,Chambray,46
2020-09-07,Check,7267
2020-09-07,Colour blocking,1145
2020-09-07,Contrast,824
2020-09-07,Denim,20278
2020-09-07,Dot,1320
2020-09-07,Embroidery,2891
2020-09-07,Front print,1085
2020-09-07,Glittering/Metallic,636
2020-09-07,Hologram,2
2020-09-07,Jacquard,1807
2020-09-07,Lace,3326
2020-09-07,Melange,24822
2020-09-07,Mesh,672
2020-09-07,Metallic,302
2020-09-07,Mixed solid/pattern,730
2020-09-07,Neps,59
2020-09-07,Other pattern,246
2020-09-07,Other structure,4316
2020-09-07,Placement print,2809
2020-09-07,Sequin,159
2020-09-07,Slub,66
2020-09-07,Solid,173513
2020-09-07,Stripe,5332
2020-09-07,Transparent,102
2020-09-07,Treatment,2237
2020-09-14,All over pattern,15636
2020-09-14,Application/3D,694
2020-09-14,Argyle,1
2020-09-14,Chambray,53
2020-09-14,Check,6216
2020-09-14,Colour blocking,797
2020-09-14,Contrast,552
2020-09-14,Denim,17674
2020-09-14,Dot,1242
2020-09-14,Embroidery,2677
2020-09-14,Front print,1150
2020-09-14,Glittering/Metallic,538
2020-09-14,Hologram,2
2020-09-14,Jacquard,1423
2020-09-14,Lace,3161
2020-09-14,Melange,18734
2020-09-14,Mesh,607
2020-09-14,Metallic,260
2020-09-14,Mixed solid/pattern,496
2020-09-14,Neps,22
2020-09-14,Other pattern,244
2020-09-14,Other structure,4028
2020-09-14,Placement print,3473
2020-09-14,Sequin,139
2020-09-14,Slub,43
2020-09-14,Solid,144625
2020-09-14,Stripe,4296
2020-09-14,Transparent,94
2020-09-14,Treatment,2432
2020-09-21,All over pattern,4094
2020-09-21,Application/3D,139
2020-09-21,Argyle,1
2020-09-21,Chambray,13
2020-09-21,Check,1770
2020-09-21,Colour blocking,193
2020-09-21,Contrast,139
2020-09-21,Denim,5394
2020-09-21,Dot,337
2020-09-21,Embroidery,809
2020-09-21,Front print,325
2020-09-21,Glittering/Metallic,160
2020-09-21,Jacquard,294
2020-09-21,Lace,912
2020-09-21,Melange,5422
2020-09-21,Mesh,164
2020-09-21,Metallic,57
2020-09-21,Mixed solid/pattern,128
2020-09-21,Neps,8
2020-09-21,Other pattern,50
2020-09-21,Other structure,943
2020-09-21,Placement print,876
2020-09-21,Sequin,31
2020-09-21,Slub,12
2020-09-21,Solid,40901
2020-09-21,Stripe,1210
2020-09-21,Transparent,18
2020-09-21,Treatment,596
